"source","stockid","lme","comm_name","species","year","biomass_mt","er","bbmsy","uumsy","msy_mt","bmsy_mt","umsy","r","k_mt"
"SAUP","Gulf of California-Gastropoda","Gulf of California","Sea snails",NA,2014,16995.3374169546,0.333491871026667,1.49279519571834,0.568240320676923,6681.63531582354,11384.9089719078,0.586885264722839,0.704262317667407,28329.2966929776
"SAUP","Gulf of California-Gerreidae","Gulf of California","Mojarras, silverbellies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of California-Haemulidae","Gulf of California","Grunts, sweetlips, bonnetmouths",NA,2014,204528.191889055,0.0511951570980334,1.06025057754178,0.895436733959258,11029.0634356112,192905.522733371,0.0571733938942499,0.0686080726731,480010.670327903
"SAUP","Gulf of California-Haliotis","Gulf of California","Abalones",NA,2014,318.414355307512,0.00669899683838053,0.633718923714153,0.453437057796462,7.42315835759308,502.453601103346,0.0147738185999512,0.0177285823199415,1250.26534469748
"SAUP","Gulf of California-Hoplopagrus guentherii","Gulf of California","Mexican barred snapper","Hoplopagrus guentherii",2014,1192.60042590264,0.27265123103339,1.84752188725664,1.0536348180027,167.040859963288,645.513557446138,0.258772039775828,0.310526447730993,1606.24429526437
"SAUP","Gulf of California-Istiompax indica","Gulf of California","Black marlin","Istiompax indica",2014,7.80095770900731,0.0314427273226703,0.57350541003145,0.429270010147955,0.996322791489962,13.6022390940994,0.0732469694582975,0.0878963633499571,33.8467235826295
"SAUP","Gulf of California-Istiophoridae","Gulf of California","Billfishes",NA,2014,2304.99378091053,0.0885424787960945,0.65756009654526,3.3075533630053,93.8380823023444,3505.37356664536,0.0267697808859063,0.0321237370630876,8722.49115335499
"SAUP","Gulf of California-Istiophorus platypterus","Gulf of California","Indo-Pacific sailfish","Istiophorus platypterus",2014,493.017211685446,0.137477896353737,1.9014693888495,0.352438535160799,101.139833298294,259.282223829936,0.390076233550945,0.468091480261134,645.177143200505
"SAUP","Gulf of California-Kajikia audax","Gulf of California","Striped marlin","Kajikia audax",2014,2298.0696799254,0.146390674765928,1.20452799690284,1.24309447739403,224.675423819294,1907.85908325447,0.117763112481053,0.141315734977263,4747.36391404376
"SAUP","Gulf of California-Katsuwonus pelamis","Gulf of California","Skipjack tuna","Katsuwonus pelamis",2014,4558.79542065128,0.012454548200364,0.809104237084102,0.0905174445102222,775.249190046867,5634.37343633317,0.13759279515406,0.165111354184872,14020.1241090966
"SAUP","Gulf of California-Litopenaeus stylirostris","Gulf of California","Blue shrimp","Litopenaeus stylirostris",2014,49834.465754052,0.179706539279176,1.4277296648628,0.606370719124063,10344.4994955743,34904.6930805636,0.296364144262725,0.35563697311527,86854.0458862279
"SAUP","Gulf of California-Lutjanus argentiventris","Gulf of California","Yellow snapper","Lutjanus argentiventris",2014,17909.6349137571,0.0137415932155186,0.694379187355598,0.550002856328481,644.409866064138,25792.297983415,0.024984585184248,0.0299815022210976,64179.4909180911
"SAUP","Gulf of California-Lutjanus guttatus","Gulf of California","Spotted rose snapper","Lutjanus guttatus",2014,2076.67375977254,0.278366370618569,1.89687937803613,0.914832638149738,333.122277404464,1094.78429879002,0.304281197467516,0.365137436961019,2724.17366636519
"SAUP","Gulf of California-Lutjanus peru","Gulf of California","Pacific red snapper","Lutjanus peru",2014,11534.1155882519,0.214026859789311,1.9216845874188,0.967911807923511,1327.19483813635,6002.08570322381,0.221122273782845,0.265346728539414,14935.1098970459
"SAUP","Gulf of California-Malacanthidae","Gulf of California","Tilefishes",NA,2014,3135.83873669095,0.10533694821165,1.7205496687756,0.506745598065716,378.858690153379,1822.579605576,0.207869488385747,0.249443386062896,4535.16128414687
"SAUP","Gulf of California-Marine finfishes not identified","Gulf of California","Finfishes",NA,2014,1615798.30362731,0.0695181019601113,1.00627406341304,1.15311306663253,96804.797676016,1605723.89011689,0.0602873247834463,0.0723447897401356,3995554.87025566
"SAUP","Gulf of California-Marine fishes not identified","Gulf of California","Marine fishes nei",NA,2014,219804.155834592,0.186370063463126,1.74457902978424,0.461640163811731,50864.8558606071,125992.661886906,0.403712844056464,0.484455412867757,313510.060426425
"SAUP","Gulf of California-Marine pelagic fishes not identified","Gulf of California","Pelagic fishes",NA,2014,1838.88958343933,0.00244985916341651,0.714224882132578,0.118298587992775,53.3190292974933,2574.66468817028,0.0207091158481632,0.0248509390177959,6406.58963686786
"SAUP","Gulf of California-Merluccius productus","Gulf of California","North Pacific hake","Merluccius productus",2014,48195.2689455905,0.161332449732355,1.92412466303541,1.6348369402404,2471.82936797061,25047.8931388779,0.0986841230224657,0.118420947626959,62327.1734553328
"SAUP","Gulf of California-Mugil cephalus","Gulf of California","Flathead grey mullet","Mugil cephalus",2014,9416.18210366374,0.284804492252497,1.90981779098861,1.22053419038916,1150.48192448959,4930.40862227464,0.233344132835549,0.280012959402659,12268.4343829784
"SAUP","Gulf of California-Mugil curema","Gulf of California","White mullet","Mugil curema",2014,3947.90539102553,0.40384473421792,1.78070228698373,0.911335262161786,982.452743625815,2217.04965500592,0.443135200606588,0.531762240727906,5516.72899754433
"SAUP","Gulf of California-Mugilidae","Gulf of California","Mullets, grey mullets",NA,2014,27679.9576811261,0.00759513315626382,0.649039920744985,0.278452823620208,1163.26263373535,42647.5426185716,0.0272761937103683,0.032731432452442,106120.733248644
"SAUP","Gulf of California-Mycteroperca","Gulf of California","Scamps, gags",NA,2014,2046.19672434875,0.311627527503078,1.67635949444616,0.868695190697536,437.873460440502,1220.61928311193,0.358730577583664,0.430476693100397,3037.29137455308
"SAUP","Gulf of California-Mycteroperca xenarcha","Gulf of California","Broomtail grouper","Mycteroperca xenarcha",2014,1189.73553979268,0.146089896881359,1.60572222376254,1.25001489246547,86.5934438867102,740.934840526078,0.116870525112879,0.140244630135455,1843.68298237785
"SAUP","Gulf of California-Myliobatidae","Gulf of California","Eagle/manta rays",NA,2014,5718.52389499649,0.139284858037179,1.87168199593312,0.432480698080364,983.986304668471,3055.28605148843,0.322060287673917,0.3864723452087,7602.5293876397
"SAUP","Gulf of California-Mytilus","Gulf of California","Edible sea mussels",NA,2014,352.103743852721,0.175763697466353,1.09906516421736,0.805967695598936,69.8648522918332,320.366576356236,0.218077844094903,0.261693412913884,797.17455927875
"SAUP","Gulf of California-Opisthonema libertate","Gulf of California","Pacific thread herring","Opisthonema libertate",2014,213942.007834315,0.25148968158986,1.92148142690691,0.427371492045324,65520.0919718547,111342.220038372,0.588456849066547,0.706148218879857,277055.072965882
"SAUP","Gulf of California-Panulirus","Gulf of California","Spiny lobsters",NA,2014,5348.97039369129,0.328961539054567,1.88055180993288,0.460998750130681,2029.69259894466,2844.36215234198,0.71358444889778,0.856301338677336,7077.6832309156
"SAUP","Gulf of California-Perciformes","Gulf of California","Perch-likes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of California-Pleuronectiformes","Gulf of California","Flatfishes",NA,2014,11997.5601645636,0.253978832754821,1.89716033469961,0.465772442575831,3448.36027588069,6323.95688710373,0.545285228448163,0.654342274137796,15736.0284013179
"SAUP","Gulf of California-Prionace glauca","Gulf of California","Blue shark","Prionace glauca",2014,2551.37857479044,0.0943292208175212,0.926031005750948,1.71643094129577,151.415135099704,2755.17618626759,0.054956607078121,0.0659479284937453,6855.76000781337
"SAUP","Gulf of California-Sarda chiliensis","Gulf of California","Eastern Pacific bonito","Sarda chiliensis",2014,34.9064140895534,0.109332916804598,0.784134260488587,0.293546106326215,16.5801867208524,44.5158639896738,0.372455687363462,0.446946824836154,110.769714682785
"SAUP","Gulf of California-Sardinops sagax","Gulf of California","Pacific sardine","Sardinops sagax",2014,723057.486521666,0.115388399433053,1.07033032323572,0.39978795868381,194978.819920286,675546.110228654,0.288623999114273,0.346348798937127,1680974.89700416
"SAUP","Gulf of California-Sciaenidae","Gulf of California","Drums, croakers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of California-Scomber japonicus","Gulf of California","Chub mackerel","Scomber japonicus",2014,29326.2011368083,0.418217966737428,1.4667318046996,1.27287466519716,6569.34610598316,19994.2491482378,0.328561780803965,0.394274136964758,49752.090040543
"SAUP","Gulf of California-Scomberomorus","Gulf of California","Spanish mackerels",NA,2014,35969.0140135059,0.170728891853676,1.87328509133429,0.517266706350373,6337.48802356176,19201.0357525913,0.330059696009184,0.396071635211021,47778.321283888
"SAUP","Gulf of California-Scombridae","Gulf of California","Mackerels, tunas, bonitos",NA,2014,1494.8718996284,0.160322210146486,0.877840277426908,5.42339545300344,50.3397313291764,1702.89736990664,0.0295612244277154,0.0354734693132585,4237.35358348609
"SAUP","Gulf of California-Seriola","Gulf of California","Amberjacks",NA,2014,203.833631685752,0.320603620009819,1.43273370764627,2.48270903108146,18.3718529870079,142.269027801834,0.129134592896762,0.154961511476114,354.010867259859
"SAUP","Gulf of California-Serranidae","Gulf of California","Basses, groupers, hinds",NA,2014,9001.64548708831,0.165947942920766,1.20577253359278,0.603346016468577,2053.34507962117,7465.45906155828,0.275046057139931,0.330055268567917,18576.4510920567
"SAUP","Gulf of California-Sphyraena","Gulf of California","Barracudas, sennets",NA,2014,371.773766001474,0.165613475643292,0.789709830023877,0.551256596919357,141.433753955263,470.772620356307,0.300429013582434,0.360514816298921,1171.432926685
"SAUP","Gulf of California-Sphyrna","Gulf of California","Hammerhead sharks",NA,2014,243.241627973913,0.174655474516707,1.8280632807855,0.523735423268247,44.3728098105366,133.059741711674,0.333480354310981,0.400176425173178,331.095216495991
"SAUP","Gulf of California-Stereolepis gigas","Gulf of California","Giant seabass","Stereolepis gigas",2014,151.629784555328,0.108848327656745,1.52940141759688,1.55435628592332,6.94279299482561,99.1432221853054,0.0700279135758676,0.0840334962910411,246.700062628139
"SAUP","Gulf of California-Thunnus alalunga","Gulf of California","Albacore","Thunnus alalunga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of California-Thunnus albacares","Gulf of California","Yellowfin tuna","Thunnus albacares",2014,63338.3118118068,0.0374634713490308,0.711022039549163,0.39161683256123,8521.77546236135,89080.6589511172,0.0956635880639102,0.114796305676692,221661.185281244
"SAUP","Gulf of California-Thunnus obesus","Gulf of California","Bigeye tuna","Thunnus obesus",2014,671.864120788572,0.00438348950862758,0.728282462314844,0.049752971526554,81.2797846944207,922.532335397798,0.0881050794380803,0.105726095325696,2295.55566081705
"SAUP","Gulf of California-Totoaba macdonaldi","Gulf of California","Totoaba","Totoaba macdonaldi",2014,10845.6792443941,0.00278413888103022,0.603037252853641,0.16045971437757,312.059562380848,17985.089964295,0.0173510148128458,0.020821217775415,44752.6590599546
"SAUP","Gulf of California-Trachurus symmetricus","Gulf of California","Pacific jack mackerel","Trachurus symmetricus",2014,122.145812851288,0.24783849550583,0.799707964903935,1.30966047667791,28.9039505188662,152.738022142822,0.189238737763926,0.227086485316711,380.061075258427
"SAUP","Gulf of California-Veneridae","Gulf of California","Venus clams",NA,2014,16094.0471756089,0.481443831750334,1.75948738802636,1.17198298040468,3757.53845482632,9147.00911477506,0.4107942178342,0.49295306140104,22760.6857204771
"SAUP","Gulf of California-Xiphias gladius","Gulf of California","Swordfish","Xiphias gladius",2014,882.33364823406,0.0155282449047726,0.663612550632519,0.990277326460051,20.8489307565912,1329.59156271693,0.0156807032634803,0.0188168439161763,3308.4492773398
"SAUP","Gulf of Mexico-Acanthocybium solandri","Gulf of Mexico","Wahoo","Acanthocybium solandri",2014,1541.23490860013,0.166929968106212,1.06097769326745,0.976144641433497,248.417804890552,1452.65533703508,0.171009460095043,0.205211352114052,3614.67132825112
"SAUP","Gulf of Mexico-Alectis ciliaris","Gulf of Mexico","African pompano","Alectis ciliaris",2014,168.877698800063,0.0458237000947169,0.656784399943508,1.39141876005075,8.46801801148799,257.128060311098,0.0329330762315189,0.0395196914778227,639.816895033312
"SAUP","Gulf of Mexico-Alopias vulpinus","Gulf of Mexico","Thresher","Alopias vulpinus",2014,1382.10541385862,0.0023693079454466,0.714338386571522,0.0681272880207634,67.2879952579512,1934.80490456639,0.0347776641971202,0.0417331970365442,4814.41374013065
"SAUP","Gulf of Mexico-Anguilla rostrata","Gulf of Mexico","American eel","Anguilla rostrata",2014,102.628194540166,0.0136826080025253,0.784250800505554,0.244912249236721,7.3108874182083,130.861446968251,0.0558673894228148,0.0670408673073778,325.625155720038
"SAUP","Gulf of Mexico-Archosargus probatocephalus","Gulf of Mexico","Sheepshead","Archosargus probatocephalus",2014,10550.0954948528,0.20089715692778,1.38186270774508,0.440319654996801,3483.35079464495,7634.6915187171,0.456252984957574,0.547503581949089,18997.5555998541
"SAUP","Gulf of Mexico-Argopecten gibbus","Gulf of Mexico","Calico scallop","Argopecten gibbus",2014,32565.3097584787,0,0.691115072793821,0,1272.02072182426,47119.9530156881,0.0269953733060972,0.0323944479673167,117249.521487997
"SAUP","Gulf of Mexico-Argopecten irradians","Gulf of Mexico","Atlantic bay scallop","Argopecten irradians",2014,3830.77709409128,0,0.686472668872463,0,105.435147001268,5580.37816768927,0.0188939071569994,0.0226726885883993,13885.7666022246
"SAUP","Gulf of Mexico-Ariidae","Gulf of Mexico","Sea catfishes, coblers",NA,2014,64768.4618201135,0.104243422336165,1.4321036298682,0.654525761429191,7202.96084506263,45226.0998919991,0.15926557590116,0.191118691081392,112537.008883259
"SAUP","Gulf of Mexico-Balistes capriscus","Gulf of Mexico","Grey triggerfish","Balistes capriscus",2014,4513.48192843366,0.0339997666107539,0.752017408940997,0.986244096019635,206.907071042583,6001.83170598353,0.0344739874722424,0.0413687849666909,14934.4778706329
"SAUP","Gulf of Mexico-Balistidae","Gulf of Mexico","Triggerfishes",NA,2014,4018.72147624672,0.0105361726237732,0.605495900933209,0.264707896990483,264.175586380742,6637.07461942011,0.0398030158660207,0.0477636190392249,16515.1655169955
"SAUP","Gulf of Mexico-Batoidea","Gulf of Mexico","Batoids, skates, rays, sawfishes",NA,2014,34681.0798575571,0.0112598037987017,0.72724810321483,0.328254658271019,1635.79900422785,47688.099431608,0.0343020381127546,0.0411624457353056,118663.251577659
"SAUP","Gulf of Mexico-Batrachoididae","Gulf of Mexico","Toadfishes",NA,2014,37.7015325247192,0.0428735766812715,0.707897739491684,1.41321150270391,1.61573834002724,53.2584445767426,0.0303376929774779,0.0364052315729735,132.5240528092
"SAUP","Gulf of Mexico-Bivalvia","Gulf of Mexico","Clams",NA,2014,2992.67923388211,0.403652337936791,1.41116021122661,0.602485651665679,1420.8381550724,2120.72251617753,0.66997834192536,0.803974010310432,5277.03625145488
"SAUP","Gulf of Mexico-Brevoortia patronus","Gulf of Mexico","Gulf menhaden","Brevoortia patronus",2014,587853.867398959,0.0182792910666324,0.677852060800312,0.569151743608885,27852.5996439344,867230.331504642,0.0321167268165197,0.0385400721798237,2157946.57848963
"SAUP","Gulf of Mexico-Brotula barbata","Gulf of Mexico","Bearded brotula","Brotula barbata",2014,47.43892405933,0.00110174085387421,0.666814704735126,0.00654483233778068,11.9759669941835,71.1425883719433,0.168337521423475,0.20200502570817,177.025525497674
"SAUP","Gulf of Mexico-Busycon","Gulf of Mexico","Whelks",NA,2014,13.9656261925479,0.532308302764598,1.82677550940154,1.11220152455974,3.65893746451956,7.64496027052776,0.478607780164038,0.574329336196846,19.0231075403596
"SAUP","Gulf of Mexico-Calamus","Gulf of Mexico","Porgies",NA,2014,8799.27269920837,0.013280069191595,0.84417944528067,0.184638185777982,749.705707875719,10423.462391083,0.0719248249523184,0.0863097899427821,25936.9099369796
"SAUP","Gulf of Mexico-Calamus bajonado","Gulf of Mexico","Jolthead porgy","Calamus bajonado",2014,191.136560817585,0.23132555937426,1.3402968709384,1.32895391502348,24.8231255455364,142.607630415313,0.174065900073121,0.208879080087745,354.853418915032
"SAUP","Gulf of Mexico-Callinectes sapidus","Gulf of Mexico","Blue crab","Callinectes sapidus",2014,553834.264246693,0.0771433522888952,1.43935172445872,0.637330516244649,46574.3370955628,384780.352734817,0.12104135973819,0.145249631685829,957456.647317099
"SAUP","Gulf of Mexico-Carangidae","Gulf of Mexico","Jacks, pompanos",NA,2014,2182.04671841548,0.0750616507042236,0.9565489060908,0.661763564924626,258.745093980743,2281.16587089416,0.113426689958026,0.136112027949631,5676.27065986336
"SAUP","Gulf of Mexico-Caranx","Gulf of Mexico","Jacks",NA,2014,51173.5362233186,0.102139640237327,1.39678477542598,0.803960923618319,4654.52448833877,36636.6652354956,0.127045528254826,0.152454633905792,91163.7468387885
"SAUP","Gulf of Mexico-Caranx crysos","Gulf of Mexico","Blue runner","Caranx crysos",2014,33433.2992823176,0.320868150576261,1.88835812833359,0.538786717283347,10543.9807547747,17704.9569044518,0.595538346220063,0.714646015464076,44055.5983644856
"SAUP","Gulf of Mexico-Caranx hippos","Gulf of Mexico","Crevalle jack","Caranx hippos",2014,18951.802188329,0.0324619173072714,0.881908738331323,1.17732247378648,592.523530313889,21489.5276173225,0.0275726642700262,0.0330871971240315,53472.8213607358
"SAUP","Gulf of Mexico-Caranx latus","Gulf of Mexico","Horseeye jack","Caranx latus",2014,3.44774118840948,0.0505276342045747,0.686418932375527,0.107983018768706,2.35027620460323,5.02279442741723,0.467922037934523,0.561506445521428,12.4983198296308
"SAUP","Gulf of Mexico-Caranx ruber","Gulf of Mexico","Bar jack","Caranx ruber",2014,78.0080683021857,0.531325371259561,1.05166373032735,0.819507139308075,48.0917344518936,74.1758663464646,0.648347458825275,0.77801695059033,184.573291747235
"SAUP","Gulf of Mexico-Carcharhinus","Gulf of Mexico","Sharp-nosed sharks",NA,2014,13186.8918753468,0.0342259689300614,0.874783179077662,0.623521203132228,827.459120072589,15074.4689549822,0.0548914275218372,0.0658697130262047,37510.1025900612
"SAUP","Gulf of Mexico-Carcharhinus falciformis","Gulf of Mexico","Silky shark","Carcharhinus falciformis",2014,378.635326643657,0.0213849743487363,0.681108875521466,0.406048834197959,29.2775719731562,555.910134563683,0.0526660158770721,0.0631992190524865,1383.2823060375
"SAUP","Gulf of Mexico-Carcharhinus leucas","Gulf of Mexico","Bull shark","Carcharhinus leucas",2014,1514.04328964681,0.0272045781622323,1.07217403811509,0.567271785675425,67.7210710674255,1412.12455797619,0.0479568680290365,0.0575482416348438,3513.8177801033
"SAUP","Gulf of Mexico-Carcharhinus limbatus","Gulf of Mexico","Blacktip shark","Carcharhinus limbatus",2014,5631.12903654651,0.0384638745650614,0.865655300882983,0.519125395110342,481.98246837215,6505.04771449175,0.0740936099974184,0.0889123319969021,16186.6403289241
"SAUP","Gulf of Mexico-Carcharhinus obscurus","Gulf of Mexico","Dusky shark","Carcharhinus obscurus",2014,469.681297000778,0.0590802050811788,1.44891718454379,1.97853473537187,9.67961353906194,324.160208748344,0.0298605852224649,0.0358327022669579,806.614330632679
"SAUP","Gulf of Mexico-Carcharhinus plumbeus","Gulf of Mexico","Sandbar shark","Carcharhinus plumbeus",2014,1977.08556225055,0.00116833944559819,0.602161416108978,0.0248070516748889,154.634512177599,3283.31492081641,0.0470970698537647,0.0565164838245177,8169.93818376589
"SAUP","Gulf of Mexico-Caulolatilus chrysops","Gulf of Mexico","Atlantic goldeye tilefish","Caulolatilus chrysops",2014,18.9008199338903,0.0000329300687577045,0.722225872259095,0.00044698420914331,1.9280045711501,26.1702338006381,0.073671660170766,0.0884059922049192,65.1199161708038
"SAUP","Gulf of Mexico-Centrolophidae","Gulf of Mexico","Medusafishes",NA,2014,91.6619357762762,0.14852470293698,0.949647929218704,0.47528898235385,30.1625006667928,96.5220193252972,0.312493469134121,0.374992162960945,240.177671127523
"SAUP","Gulf of Mexico-Centropomidae","Gulf of Mexico","Snooks",NA,2014,33579.9022974332,0.205791164211658,1.65969139564028,0.518725958239712,8026.77017273308,20232.6181756691,0.396724245129368,0.476069094155242,50345.228458881
"SAUP","Gulf of Mexico-Centropomus undecimalis","Gulf of Mexico","Common snook","Centropomus undecimalis",2014,40933.9408726061,0.0038734475364479,0.615789779176615,0.163561359790716,1574.22950273255,66473.8880975577,0.023681923049577,0.0284183076594924,165408.305230915
"SAUP","Gulf of Mexico-Centropristis striata","Gulf of Mexico","Black seabass","Centropristis striata",2014,2787.00040720938,0.0606645014817891,0.924064591211346,0.626102889090095,292.229212956782,3016.02337511486,0.0968922241677432,0.116270669001292,7504.83128476581
"SAUP","Gulf of Mexico-Cephalopholis cruentata","Gulf of Mexico","Graysby","Cephalopholis cruentata",2014,5.4335961643359,0.183563689687988,1.25388699387539,0.758022254349057,1.04938241579002,4.33340180644374,0.242161346365248,0.290593615638298,10.7828903830101
"SAUP","Gulf of Mexico-Chaetodipterus faber","Gulf of Mexico","Atlantic spadefish","Chaetodipterus faber",2014,651.816645696139,0.120126534358409,0.901277997234531,0.744138186696947,116.748694902617,723.213756128702,0.161430412396415,0.193716494875698,1799.58725365017
"SAUP","Gulf of Mexico-Chondrichthyes","Gulf of Mexico","Sharks, rays, chimaeras",NA,2014,158.720254066152,0.00157122174839804,0.671510465694201,0.120058833623325,3.0933063017878,236.363038515071,0.0130870982249222,0.0157045178699066,588.146875997822
"SAUP","Gulf of Mexico-Clupeidae","Gulf of Mexico","Herrings, sardines, menhadens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Conodon nobilis","Gulf of Mexico","Barred grunt","Conodon nobilis",2014,2786.61403410199,0.140112023929579,1.84537502866898,0.465293504625898,454.716378164069,1510.05296528365,0.301126111876913,0.361351334252296,3757.49499457461
"SAUP","Gulf of Mexico-Coryphaena","Gulf of Mexico","Dolphinfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Coryphaena hippurus","Gulf of Mexico","Common dolphinfish","Coryphaena hippurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Crassostrea virginica","Gulf of Mexico","American cupped oyster","Crassostrea virginica",2014,2428848.10288396,0.0692992567728932,1.36603846983867,0.586307077046512,210155.551055098,1778023.20835871,0.118196179930122,0.141835415916146,4424290.70982314
"SAUP","Gulf of Mexico-Cynoscion","Gulf of Mexico","Weakfishes",NA,2014,638161.333607034,0.0461260739268499,0.973787017599184,0.932959474820393,32400.3884810995,655339.742750303,0.0494405975519245,0.0593287170623095,1630694.98868043
"SAUP","Gulf of Mexico-Cynoscion arenarius","Gulf of Mexico","Sand weakfish","Cynoscion arenarius",2014,23077.7639814279,0.0189162318444852,0.782331465102456,0.753822850401605,740.232689308456,29498.703568577,0.0250937363259914,0.0301124835911897,73402.2140637616
"SAUP","Gulf of Mexico-Cynoscion nebulosus","Gulf of Mexico","Spotted weakfish","Cynoscion nebulosus",2014,24032.446353608,0.114687199825094,0.877210917273553,0.321974145361196,9758.60869128105,27396.428704174,0.356200028721052,0.427440034465263,68171.0814731702
"SAUP","Gulf of Mexico-Cyprinidae","Gulf of Mexico","Carps, barbels, other cyprinids",NA,2014,1.30351081423998,0.353788805172963,1.49981224812125,0.605329332151732,0.507960696884436,0.869115994933922,0.584456735171529,0.701348082205836,2.16263871251398
"SAUP","Gulf of Mexico-Cyprinus carpio","Gulf of Mexico","Common carp","Cyprinus carpio",2014,125.658975613982,0.00611357283430311,0.678927055540701,0.477483445813489,2.36977530986032,185.084648768205,0.0128037377796154,0.0153644853355385,460.549833222901
"SAUP","Gulf of Mexico-Dasyatidae","Gulf of Mexico","Whiptail stingrays",NA,2014,629.214825172222,0.0139651565851057,0.732258045077365,0.929275156297668,12.9132713710514,859.280180534914,0.015028010262046,0.0180336123144552,2138.16405882864
"SAUP","Gulf of Mexico-Dasyatis","Gulf of Mexico","Rough whip stingrays",NA,2014,10067.1575140906,0.247604228210228,1.7098139210592,0.848546163166887,1718.0689838449,5887.86732292727,0.291798182536275,0.350157819043531,14650.8980169864
"SAUP","Gulf of Mexico-Decapoda","Gulf of Mexico","Crabs, lobsters, shrimps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Diapterus rhombeus","Gulf of Mexico","Caitipa mojarra","Diapterus rhombeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Diplectrum formosum","Gulf of Mexico","Sand perch","Diplectrum formosum",2014,3928.9277014768,0.0597778314806658,1.1182838313121,0.644371857493364,325.930935534212,3513.35465242927,0.0927691530682365,0.111322983681884,8742.35064873281
"SAUP","Gulf of Mexico-Dorosoma cepedianum","Gulf of Mexico","American gizzard shad","Dorosoma cepedianum",2014,1517.28613752528,0.289437717507113,1.26866567548102,0.524731414452084,659.687658854896,1195.97003911215,0.551592127963863,0.661910553556635,2975.95616772355
"SAUP","Gulf of Mexico-Echeneidae","Gulf of Mexico","Remoras",NA,2014,319.007709040094,0.120155125784068,0.969635875100289,1.5719170891587,25.14809949012,328.997428036684,0.0764385899312133,0.091726307917456,818.650880132241
"SAUP","Gulf of Mexico-Echinodermata","Gulf of Mexico","Sea urchins, stars, cucumbers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Elagatis bipinnulata","Gulf of Mexico","Rainbow runner","Elagatis bipinnulata",2014,108.63301852952,0.0598845456193619,1.02244842971733,1.31000615240182,4.8569301564321,106.247919574342,0.0457131789110814,0.0548558146932977,264.378823235228
"SAUP","Gulf of Mexico-Elasmobranchii","Gulf of Mexico","Sharks, rays, skates",NA,2014,97878.0875190596,0.0413823340459157,0.946659003922629,1.09347431161884,3912.89597442976,103393.182881572,0.0378448159286442,0.0454137791143731,257275.324827874
"SAUP","Gulf of Mexico-Elops saurus","Gulf of Mexico","Ladyfish","Elops saurus",2014,10041.8427542895,0.281692462670905,1.80907486053229,0.614613625535689,2544.07505955744,5550.81659325855,0.45832446754721,0.549989361056653,13812.2079453371
"SAUP","Gulf of Mexico-Engraulidae","Gulf of Mexico","Anchovies, round herrings",NA,2014,3531.11318389395,0.0356911749081406,1.00153649152475,0.1178172777103,1068.06263400772,3525.6959818989,0.302936679592117,0.36352401551054,8773.05982567867
"SAUP","Gulf of Mexico-Epinephelus","Gulf of Mexico","Seabasses, hinds",NA,2014,110503.941455281,0.000374044153904926,0.775296300721074,0.0233148165945613,2286.65647257649,142531.237866743,0.0160431952097011,0.0192518342516413,354663.329808573
"SAUP","Gulf of Mexico-Epinephelus guttatus","Gulf of Mexico","Red hind","Epinephelus guttatus",2014,49.595261647641,0.090043632200747,0.846835856513814,0.854331059236553,6.17259463708363,58.5653775358672,0.105396650662814,0.126475980795377,145.729400230049
"SAUP","Gulf of Mexico-Epinephelus itajara","Gulf of Mexico","Goliath grouper","Epinephelus itajara",2014,1749.36034988733,0,0.694092524481197,0,47.7536683190535,2520.35613147526,0.0189471907254239,0.0227366288705087,6271.45256907252
"SAUP","Gulf of Mexico-Epinephelus morio","Gulf of Mexico","Red grouper","Epinephelus morio",2014,14101.6597568007,0.0233266526352447,0.63019859946125,0.292817779186637,1782.57486242757,22376.5329990515,0.0796626922724413,0.0955952307269295,55679.9745921998
"SAUP","Gulf of Mexico-Etelis oculatus","Gulf of Mexico","Queen snapper","Etelis oculatus",2014,113.528732663066,0.160333373022156,1.2312735042068,0.841070619976885,17.5769178265072,92.2043171360231,0.190630095991895,0.228756115190274,229.433846415909
"SAUP","Gulf of Mexico-Eucinostomus","Gulf of Mexico","Mojarras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Euthynnus alletteratus","Gulf of Mexico","Little tunny","Euthynnus alletteratus",2014,2787.36393533718,0.159351782725017,1.18546537533392,0.652652254143333,574.089874283487,2351.28245272626,0.244160319241035,0.292992383089242,5850.7431527678
