"source","stockid","lme","comm_name","species","year","biomass_mt","er","bbmsy","uumsy","msy_mt","bmsy_mt","umsy","r","k_mt"
"SAUP","Caribbean Sea-Sparisoma viride","Caribbean Sea","Stoplight parrotfish","Sparisoma viride",2014,4501.60854020097,0.312719477964127,1.54077412654169,0.494807643910556,1846.49136677386,2921.65377303223,0.632002115999354,0.758402539199225,7270.00951651155
"SAUP","Caribbean Sea-Sphyraena","Caribbean Sea","Barracudas, sennets",NA,2014,26191.1849140762,0.0516840182990608,0.865644741833247,0.815633195354735,1917.24154064717,30256.2744834665,0.0633667420519617,0.076040090462354,75287.2929226994
"SAUP","Caribbean Sea-Sphyraena barracuda","Caribbean Sea","Great barracuda","Sphyraena barracuda",2014,3635.94232056335,0.112458288916901,1.43667619076287,0.528208840769932,538.820233894603,2530.80154313178,0.212904972875839,0.255485967451007,6297.44409580566
"SAUP","Caribbean Sea-Sphyraena picudilla","Caribbean Sea","Southern sennet","Sphyraena picudilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Caribbean Sea-Sphyraenidae","Caribbean Sea","Barracudas",NA,2014,91154.3019978247,0.0667380018593492,1.3456293857454,0.575630408403622,7853.82425608557,67741.016184282,0.115938979048087,0.139126774857704,168561.325391672
"SAUP","Caribbean Sea-Sphyrna","Caribbean Sea","Hammerhead sharks",NA,2014,4348.73333803905,0.082456451330261,1.5893939909352,0.533389141329621,422.972060673701,2736.09524311858,0.154589669982248,0.185507603978698,6808.28051535681
"SAUP","Caribbean Sea-Sphyrna tiburo","Caribbean Sea","Bonnethead","Sphyrna tiburo",2014,176.798249800016,0.0858731723281947,1.19082700365058,0.776323750219368,16.4226758623195,148.466779186251,0.110615155473383,0.132738186568059,369.432855984733
"SAUP","Caribbean Sea-Sphyrnidae","Caribbean Sea","Hammer, bonnet, scoophead sharks",NA,2014,6260.35948121621,0.0541898419393312,1.11415967969094,1.02812118809574,296.159323254067,5618.90687244472,0.0527076404676577,0.0632491685611892,13981.6383488417
"SAUP","Caribbean Sea-Squaliformes","Caribbean Sea","Bramble, sleeper, dogfish sharks",NA,2014,831.886943409245,0.00233386720525181,0.59748102131621,0.0291556727228864,111.453386308528,1392.32362824957,0.0800484772700779,0.0960581727240935,3464.54673064597
"SAUP","Caribbean Sea-Squalus acanthias","Caribbean Sea","Piked dogfish","Squalus acanthias",2014,1366.41380418495,0.160170063675584,1.24884641006673,4.37143893325171,40.0894541847885,1094.14079519349,0.0366401237947616,0.043968148553714,2722.57242349587
"SAUP","Caribbean Sea-Stenotomus chrysops","Caribbean Sea","Scup","Stenotomus chrysops",2014,0.0443701780297634,0.342840431917941,0.979592307124811,1.16995290297273,0.0132730111610512,0.045294534988738,0.293037806091868,0.351645367310242,0.112707297303177
"SAUP","Caribbean Sea-Stomolophus","Caribbean Sea","Cannonball jellies",NA,2014,2906.82286299182,0.0384747459223196,0.837463601856156,0.45094407065355,296.145887710506,3470.98411984609,0.0853204386667252,0.10238452640007,8636.91920509542
"SAUP","Caribbean Sea-Stromateidae","Caribbean Sea","Butterfishes",NA,2014,26.4820676989448,0.369578655370252,1.03925452020449,0.761691027429261,12.3639719370105,25.4817921732341,0.485208098902773,0.582249718683328,63.4068531005018
"SAUP","Caribbean Sea-Tetraodontidae","Caribbean Sea","Puffers, tobies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Caribbean Sea-Tetrapturus pfluegeri","Caribbean Sea","Longbill spearfish","Tetrapturus pfluegeri",2014,49.9856449966484,0.092143162332082,0.680466214867172,1.47127936885993,4.6005176484033,73.4579379615573,0.0626279170919674,0.0751535005103609,182.786856188502
"SAUP","Caribbean Sea-Teuthida","Caribbean Sea","Squids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Caribbean Sea-Thunnus","Caribbean Sea","Tunas",NA,2014,7431.03532980944,0.112495301994175,1.89280075234267,0.371671935803565,1188.28069748163,3925.94694428996,0.302673651565748,0.363208381878898,9769.01230041558
"SAUP","Caribbean Sea-Thunnus alalunga","Caribbean Sea","Albacore","Thunnus alalunga",2014,2569.93827019075,0.0184444912725012,0.770916147166467,0.165437950934119,371.661083183798,3333.61582791677,0.111488876454026,0.133786651744831,8295.10293692184
"SAUP","Caribbean Sea-Thunnus albacares","Caribbean Sea","Yellowfin tuna","Thunnus albacares",2014,91509.4759357035,0.0493746784772182,0.725877466318359,0.610237724863723,10200.1834338775,126067.38765406,0.080910563974465,0.097092676769358,313696.00204735
"SAUP","Caribbean Sea-Thunnus atlanticus","Caribbean Sea","Blackfin tuna","Thunnus atlanticus",2014,8875.2116183884,0.100010540748399,0.859502720684731,0.345371746647369,2990.13247555348,10325.9843218622,0.289573602123604,0.347488322548325,25694.353307776
"SAUP","Caribbean Sea-Thunnus obesus","Caribbean Sea","Bigeye tuna","Thunnus obesus",2014,3110.41782704655,0.0602505288609559,0.938266594170829,0.311340897260698,641.53029364214,3315.06828269348,0.193519481028879,0.232223377234655,8248.95070919184
"SAUP","Caribbean Sea-Thunnus thynnus","Caribbean Sea","Atlantic bluefin tuna","Thunnus thynnus",2014,2784.95317957182,0.0455860448088463,0.839359831918113,0.663681610368783,227.898698613795,3317.94907698599,0.0686866173427886,0.0824239408113463,8256.11904724578
"SAUP","Caribbean Sea-Tivela mactroides","Caribbean Sea","Trigonal tivela","Tivela mactroides",2014,13979.852485664,0,0.599518383714148,0,1195.04557596944,23318.4717356885,0.0512488806948889,0.0614986568338667,58023.8195893484
"SAUP","Caribbean Sea-Trachinotus","Caribbean Sea","Pompanos",NA,2014,3091.13123500827,0.0992200634462158,0.944551360377497,0.744714976215203,436.014847608198,3272.59201000238,0.13323226551784,0.159878718621408,8143.25615032911
"SAUP","Caribbean Sea-Trachinotus carolinus","Caribbean Sea","Florida pompano","Trachinotus carolinus",2014,70.8438473695582,0.170523566068929,1.09781853541817,0.636950516799371,17.2762822845469,64.5314731751849,0.267718702742872,0.321262443291446,160.574955331276
"SAUP","Caribbean Sea-Trachinotus goodei","Caribbean Sea","Great pompano","Trachinotus goodei",2014,25.397101782825,0.00382847853394651,0.622610432230177,0.172822962848755,0.903633943753804,40.7913206527124,0.0221526032816424,0.0265831239379709,101.501859006557
"SAUP","Caribbean Sea-Trachurus lathami","Caribbean Sea","Rough scad","Trachurus lathami",2014,18007.4926714558,0,0.613114318066671,0,3955.67613026997,29370.5303249788,0.134681808142422,0.161618169770906,73083.2780182512
"SAUP","Caribbean Sea-Trichiuridae","Caribbean Sea","Cutlassfishes",NA,2014,6976.6979971826,0.0506609040167902,0.986875736076796,0.96871057072278,369.714385392554,7069.47971475883,0.0522972552875012,0.0627567063450015,17591.1277638287
"SAUP","Caribbean Sea-Trichiurus lepturus","Caribbean Sea","Largehead hairtail","Trichiurus lepturus",2014,30507.4889199091,0.0817344492377426,0.772265883650072,0.498892670725583,6471.98689974881,39503.8672117912,0.163831729816493,0.196598075779792,98298.2628604442
"SAUP","Caribbean Sea-Triglidae","Caribbean Sea","Searobins, gurnards",NA,2014,36.3132550961042,0.251587532453959,1.59960091267347,0.531373007063766,10.7483837521801,22.7014468473968,0.473466903868844,0.568160284642613,56.4884642193144
"SAUP","Caribbean Sea-Tylosurus crocodilus","Caribbean Sea","Hound needlefish","Tylosurus crocodilus",2014,1534.17909321594,0.0866413658577936,1.84291314961027,0.376143427903423,191.753369151776,832.474983175621,0.230341299170697,0.276409559004836,2071.46415013556
"SAUP","Caribbean Sea-Veneridae","Caribbean Sea","Venus clams",NA,2014,2336.52290319099,0.00898018864195351,0.561256330832801,0.308862347847469,121.040101993433,4163.02280229788,0.0290750514089479,0.0348900616907374,10358.9328994138
"SAUP","Caribbean Sea-Xiphias gladius","Caribbean Sea","Swordfish","Xiphias gladius",2014,4832.4012579391,0.0249468378084176,0.663080147202901,1.36966123606865,132.739232550635,7287.80868847276,0.0182138744614126,0.0218566493536951,18134.4001157005
"SAUP","Caribbean Sea-Xiphiidae","Caribbean Sea","Swordfishes",NA,2014,333.394108757861,0.0843943113189056,0.877376142546959,2.9472584995828,10.8809557745156,379.989941132935,0.0286348521281225,0.034361822553747,945.536570319906
"SAUP","Caribbean Sea-Xiphopenaeus kroyeri","Caribbean Sea","Atlantic seabob","Xiphopenaeus kroyeri",2014,6182.27692404072,0.0793532094381265,0.867429575662053,1.07375766845063,526.711071038221,7127.12259012173,0.0739023447931495,0.0886828137517794,17734.5616834517
"SAUP","Celtic-Biscay Shelf-Acipenseridae","Celtic-Biscay Shelf","Sturgeons",NA,2014,2.79005859587169,0,0.593374634705957,0,0.0788390097889314,4.70201864502396,0.0167670559691134,0.0201204671629361,11.700127034786
"SAUP","Celtic-Biscay Shelf-Aequipecten opercularis","Celtic-Biscay Shelf","Queen scallop","Aequipecten opercularis",2014,40325.4844455773,0.306950293919394,1.05871867435855,0.593721219312285,19691.7585853051,38088.9516943767,0.516993976187913,0.620392771425495,94777.5002801514
"SAUP","Celtic-Biscay Shelf-Alopias","Celtic-Biscay Shelf","Thresher sharks",NA,2014,8.97826656728134,0.229765390884875,0.847350350119366,5.49750992220339,0.442841254938447,10.595695825247,0.0417944476929266,0.050153337231512,26.3654818358786
"SAUP","Celtic-Biscay Shelf-Alopias vulpinus","Celtic-Biscay Shelf","Thresher","Alopias vulpinus",2014,207.293033609443,0.155129069910698,1.48756193524707,3.89526269685986,5.54965629854981,139.350859078693,0.0398250598183671,0.0477900717820406,346.749529662694
"SAUP","Celtic-Biscay Shelf-Alosa","Celtic-Biscay Shelf","Shads",NA,2014,168.096805396819,0.26098415712801,1.58072468930591,0.739469999740057,37.531576619548,106.341608082702,0.352934070644858,0.423520884773829,264.611950224348
"SAUP","Celtic-Biscay Shelf-Alosa alosa","Celtic-Biscay Shelf","Allis shad","Alosa alosa",2014,149.661426618304,0.0813664533718312,0.762199549972702,1.2464861210411,12.8173762100415,196.354650988267,0.0652766621291152,0.0783319945549382,488.593205147125
"SAUP","Celtic-Biscay Shelf-Alosa fallax","Celtic-Biscay Shelf","Twaite shad","Alosa fallax",2014,14.9740849497712,0.03716606889615,0.654446309687497,0.647727748360371,1.31286597990402,22.8805399741982,0.0573791519511562,0.0688549823413874,56.9341052285968
"SAUP","Celtic-Biscay Shelf-Ammodytidae","Celtic-Biscay Shelf","Sand lances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Celtic-Biscay Shelf-Anarhichadidae","Celtic-Biscay Shelf","Wolffishes, wolfeels",NA,2014,165.698969174347,0,0.575046260219502,0,11.6564292851277,288.148937984742,0.0404527928044798,0.0485433513653757,717.006765366194
"SAUP","Celtic-Biscay Shelf-Anarhichas","Celtic-Biscay Shelf","Wolffishes",NA,2014,16.5073675331337,0.0590199600841533,0.54753288879588,2.71595461330139,0.655154929432871,30.1486319286432,0.0217308344532353,0.0260770013438824,75.0194438006814
"SAUP","Celtic-Biscay Shelf-Anarhichas lupus","Celtic-Biscay Shelf","Atlantic wolffish","Anarhichas lupus",2014,532.370730537617,0.00409121291491832,0.735653748417171,0.0513187350770301,57.6921675913441,723.670247970683,0.079721624252378,0.0956659491028537,1800.72315143041
"SAUP","Celtic-Biscay Shelf-Anguilla anguilla","Celtic-Biscay Shelf","European eel","Anguilla anguilla",2014,6362.26378621076,0.0120788743180939,0.679813074674044,0.211685595559106,534.01974371651,9358.84292790533,0.0570604451672353,0.0684725342006824,23287.7960343654
"SAUP","Celtic-Biscay Shelf-Anomura","Celtic-Biscay Shelf","Craylets, squat lobsters, hermits",NA,2014,19.9568025048046,0.000000574831564186605,0.511550377662895,0.0000132347483523704,1.69444497128591,39.012389348593,0.0434335091897422,0.0521202110276906,97.0753086638908
"SAUP","Celtic-Biscay Shelf-Aphanopus carbo","Celtic-Biscay Shelf","Black scabbardfish","Aphanopus carbo",2014,8345.00850271549,0.194665132168456,1.1080737306334,0.729954089638546,2008.40247235056,7531.09497320659,0.266681336445213,0.320017603734255,18739.7742437294
"SAUP","Celtic-Biscay Shelf-Argentina","Celtic-Biscay Shelf","Argentines",NA,2014,33143.4875267717,0.0662049362729218,0.661271126750822,1.46988150230593,2257.49445400588,50120.8750631883,0.0450410023998944,0.0540492028798733,124716.775837233
"SAUP","Celtic-Biscay Shelf-Argentina silus","Celtic-Biscay Shelf","Greater argentine","Argentina silus",2014,57140.6270565889,0.0634488070588043,1.92762980939773,1.06853071856626,1760.18298028605,29642.9463676129,0.0593794880730606,0.0712553856876728,73761.1363054585
"SAUP","Celtic-Biscay Shelf-Argentina sphyraena","Celtic-Biscay Shelf","European argentine","Argentina sphyraena",2014,3118.00939754373,0.019979586660988,0.664581498861794,0.126418568130593,741.489157963777,4691.68853313528,0.158043133666477,0.189651760399773,11674.4224107712
"SAUP","Celtic-Biscay Shelf-Argyrosomus regius","Celtic-Biscay Shelf","Meagre","Argyrosomus regius",2014,10160.8242737181,0.0982598744016622,1.4998146471973,0.824057825189796,807.811193717132,6774.71999137068,0.119239052646616,0.14308686317594,16857.6712489275
"SAUP","Celtic-Biscay Shelf-Asteroidea","Celtic-Biscay Shelf","True sea stars",NA,2014,0.145923642979253,0,0.757202080623868,0,0.00298345654193882,0.192714265733428,0.0154812438538706,0.0185774926246447,0.479534761709803
"SAUP","Celtic-Biscay Shelf-Atherinidae","Celtic-Biscay Shelf","Silversides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Celtic-Biscay Shelf-Auxis","Celtic-Biscay Shelf","Bullet and frigate tunas",NA,2014,4.01367923119934,0.258116849609437,1.12313946663318,0.857324260913053,1.07592058027666,3.57362495971323,0.301072606220827,0.361287127464992,8.89232245975362
"SAUP","Celtic-Biscay Shelf-Auxis rochei","Celtic-Biscay Shelf","Bullet tuna","Auxis rochei",2014,147.315138573758,0.00965084361230245,0.414006481114839,0.476459848654126,7.20740967493495,355.828097611097,0.0202553135160571,0.0243063762192685,885.414171847645
"SAUP","Celtic-Biscay Shelf-Auxis thazard","Celtic-Biscay Shelf","Frigate tuna","Auxis thazard",2014,46.3212015372045,0.0648916520372586,0.884876868020929,0.113758044994004,29.8609544415583,52.3476239590307,0.570435717673234,0.684522861207881,130.257639649735
"SAUP","Celtic-Biscay Shelf-Balistidae","Celtic-Biscay Shelf","Triggerfishes",NA,2014,17191.146779876,0.0649756643839649,1.27289502362692,0.620092957541492,1415.16210189276,13505.5495235518,0.104783748297314,0.125740497956777,33606.1289904443
"SAUP","Celtic-Biscay Shelf-Batoidea","Celtic-Biscay Shelf","Batoids, skates, rays, sawfishes",NA,2014,7239.20020275106,0.00386780137407437,0.638366255615329,0.0938430921310309,467.393339706903,11340.1987324238,0.0412156215896408,0.049458745907569,28218.0433098647
"SAUP","Celtic-Biscay Shelf-Belone belone","Celtic-Biscay Shelf","Garfish","Belone belone",2014,733.571548934765,0.129504772462009,0.657409065509343,2.57133400028438,56.1997095793054,1115.85249948814,0.0503648193691235,0.0604377832429483,2776.59809152634
"SAUP","Celtic-Biscay Shelf-Berycidae","Celtic-Biscay Shelf","Alfonsinos, redfishes",NA,2014,129.55819998416,0.321606158668414,1.86966887906207,1.14554807415097,19.4541044616097,69.2947299038074,0.2807443580286,0.33689322963432,172.427462314242
"SAUP","Celtic-Biscay Shelf-Beryx","Celtic-Biscay Shelf","Alfonsinos",NA,2014,1513.93340586807,0.0337917897908901,0.909426959686969,2.76745180276096,20.3268497179887,1664.71137647951,0.0122104347967967,0.014652521756156,4142.33461232149
"SAUP","Celtic-Biscay Shelf-Beryx decadactylus","Celtic-Biscay Shelf","Alfonsino","Beryx decadactylus",2014,130.886593254941,0.147710649557839,0.535652086174506,1.13397970259616,31.8286992182318,244.350011197941,0.130258636216915,0.156310363460299,608.021019864061
"SAUP","Celtic-Biscay Shelf-Beryx splendens","Celtic-Biscay Shelf","Splendid alfonsino","Beryx splendens",2014,301.627455650923,0.0232074926033961,0.637023341061547,0.116707663252847,94.1552134465499,473.495139359079,0.198851488895953,0.238621786675144,1178.20742516998
"SAUP","Celtic-Biscay Shelf-Bivalvia","Celtic-Biscay Shelf","Clams",NA,2014,46484.4187300831,0.0716835903140752,0.735283278018159,1.71614945380755,2640.68961822205,63219.7414517227,0.041770016099142,0.0501240193189705,157310.94704915
"SAUP","Celtic-Biscay Shelf-Boops boops","Celtic-Biscay Shelf","Bogue","Boops boops",2014,290.853104916696,0.481957332449138,0.94727920193351,1.22920643225792,120.386966117864,307.040526513229,0.392088195929658,0.47050583511559,764.015082933397
"SAUP","Celtic-Biscay Shelf-Bothidae","Celtic-Biscay Shelf","Lefteye flounders",NA,2014,0.736709091981539,0,0.664444344783059,0,0.0975354426333537,1.10875966928739,0.0879680649784466,0.105561677974136,2.75894886028119
"SAUP","Celtic-Biscay Shelf-Brachyura","Celtic-Biscay Shelf","Marine crabs",NA,2014,72024.3012791593,0.000833968342994262,0.662500846902169,0.0295825991284962,3064.82620917588,108715.787483054,0.0281911788538865,0.0338294146246638,270519.668309832
"SAUP","Celtic-Biscay Shelf-Brama brama","Celtic-Biscay Shelf","Atlantic pomfret","Brama brama",2014,2314.54568604318,0.00418390192386089,0.361842018251434,0.0197482113708913,1355.1909384824,6396.5641614205,0.21186232237862,0.254234786854344,15916.6985341459
"SAUP","Celtic-Biscay Shelf-Brosme brosme","Celtic-Biscay Shelf","Tusk","Brosme brosme",2014,13352.6580455379,0.0561377378604775,1.04664844048808,0.66200244895347,1081.83794134636,12757.5387580105,0.0847998945460445,0.101759873455253,31744.8388423326
"SAUP","Celtic-Biscay Shelf-Buccinidae","Celtic-Biscay Shelf","Buccinidae",NA,2014,66458.35908996,0,0.602159303921027,0,4991.7351562625,110366.739594006,0.045228618464449,0.0542743421573388,274627.765466557
"SAUP","Celtic-Biscay Shelf-Buccinum undatum","Celtic-Biscay Shelf","Whelk","Buccinum undatum",2014,101595.034031391,0.302406197146226,1.69248681358534,0.472218878951296,38440.9867725174,60027.075671079,0.640394127862508,0.76847295343501,149366.572933859
"SAUP","Celtic-Biscay Shelf-Cancer pagurus","Celtic-Biscay Shelf","Edible crab","Cancer pagurus",2014,199893.939562428,0.146986982435086,1.59179020174781,0.519033041016893,35562.9409744039,125578.068857906,0.283193883277851,0.339832659933421,312478.420300505
"SAUP","Celtic-Biscay Shelf-Capros aper","Celtic-Biscay Shelf","Boarfish","Capros aper",2014,64681.1701421168,0.00236732019710317,0.814752265573103,0.00794159878773473,23664.7190092314,79387.5302655582,0.29809113509478,0.357709362113736,197541.579310394
